cost,datetime,category
10.83,5/31/2023,Electronics
1.02,1/19/2023,Restaurant
29.59,1/16/2023,Travel
0.31,9/10/2023,Market
0.79,9/15/2023,Cosmetic
1.53,2/20/2023,Clothing
1.72,4/25/2023,Market
0.47,8/27/2023,Restaurant
0.15,1/5/2023,Cosmetic
1.83,3/3/2023,Cosmetic
2.13,3/11/2023,Cosmetic
1.53,2/17/2023,Market
1.75,5/30/2023,Electronics
5.73,2/1/2023,Electronics
15.92,7/17/2023,Travel
0.82,3/6/2023,Market
0.78,1/14/2023,Market
5.85,7/8/2023,Market
0.34,9/10/2023,Restaurant
33.86,1/14/2023,Travel
3.12,5/25/2023,Market
7.51,8/31/2023,Electronics
0.87,9/13/2023,Restaurant
2.88,8/6/2023,Electronics
0.86,1/18/2023,Restaurant
5.43,3/9/2023,Travel
0.73,8/11/2023,Restaurant
33.69,5/26/2023,Travel
0.62,6/3/2023,Cosmetic
6.80,4/28/2023,Travel
0.75,9/8/2023,Electronics
3.84,10/6/2023,Market
1.44,6/13/2023,Cosmetic
18.11,9/25/2023,Travel
1.13,6/11/2023,Electronics
6.62,7/25/2023,Travel
2.65,5/6/2023,Market
0.85,2/7/2023,Restaurant
0.91,7/15/2023,Restaurant
10.09,5/11/2023,Electronics
9.59,6/17/2023,Electronics
9.16,9/7/2023,Electronics
3.75,5/4/2023,Market
1.87,6/26/2023,Cosmetic
0.45,1/25/2023,Restaurant
11.08,3/12/2023,Travel
0.37,6/11/2023,Restaurant
0.76,7/26/2023,Restaurant
1.32,3/12/2023,Electronics
1.81,1/6/2023,Clothing
1.99,4/14/2023,Market
8.82,7/28/2023,Electronics
5.04,9/22/2023,Electronics
0.19,1/2/2023,Cosmetic
0.51,1/28/2023,Restaurant
2.14,3/7/2023,Clothing
1.62,7/17/2023,Clothing
5.10,1/12/2023,Market
0.84,7/11/2023,Cosmetic
4.32,3/14/2023,Market
4.63,7/27/2023,Electronics
0.87,3/1/2023,Restaurant
3.09,5/1/2023,Market
1.04,3/3/2023,Cosmetic
2.38,8/27/2023,Electronics
1.83,10/8/2023,Clothing
2.15,10/11/2023,Cosmetic
6.99,10/5/2023,Electronics
0.87,3/14/2023,Cosmetic
1.74,8/28/2023,Market
1.00,9/7/2023,Cosmetic
5.75,9/18/2023,Travel
8.12,9/15/2023,Electronics
0.66,3/5/2023,Cosmetic
8.51,7/20/2023,Travel
1.25,3/3/2023,Clothing
1.82,6/24/2023,Clothing
1.51,3/5/2023,Cosmetic
4.46,1/31/2023,Travel
0.89,5/30/2023,Restaurant
1.14,6/20/2023,Restaurant
0.50,3/21/2023,Restaurant
3.51,8/14/2023,Market
4.13,5/15/2023,Market
1.69,1/29/2023,Clothing
0.97,5/18/2023,Restaurant
29.48,8/26/2023,Travel
0.91,10/9/2023,Market
9.33,2/12/2023,Electronics
8.59,8/16/2023,Travel
3.01,7/17/2023,Clothing
0.47,5/8/2023,Clothing
0.59,2/19/2023,Cosmetic
2.16,10/5/2023,Clothing
13.11,6/26/2023,Travel
18.82,7/25/2023,Travel
2.95,3/12/2023,Market
15.21,5/12/2023,Travel
1.97,3/10/2023,Clothing
9.65,6/25/2023,Electronics
0.82,8/9/2023,Restaurant
0.19,6/1/2023,Restaurant
3.55,3/21/2023,Travel
11.35,6/28/2023,Electronics
1.07,3/31/2023,Cosmetic
1.14,5/28/2023,Cosmetic
2.02,6/6/2023,Clothing
3.18,7/31/2023,Clothing
29.46,1/15/2023,Travel
0.53,3/12/2023,Restaurant
30.60,4/28/2023,Travel
5.12,8/31/2023,Market
0.87,3/19/2023,Cosmetic
1.67,5/23/2023,Cosmetic
4.89,8/7/2023,Electronics
12.19,10/14/2023,Travel
27.33,4/6/2023,Travel
2.14,2/27/2023,Market
0.65,5/9/2023,Restaurant
1.42,1/1/2023,Market
3.22,4/25/2023,Clothing
3.75,7/24/2023,Electronics
11.44,6/7/2023,Electronics
8.19,7/24/2023,Electronics
8.52,6/14/2023,Electronics
0.50,8/21/2023,Restaurant
4.99,5/7/2023,Market
3.06,2/28/2023,Travel
1.24,7/31/2023,Cosmetic
3.33,3/24/2023,Market
2.73,8/27/2023,Clothing
1.08,3/12/2023,Clothing
0.46,3/30/2023,Restaurant
5.63,4/8/2023,Electronics
27.58,3/24/2023,Travel
20.12,5/28/2023,Travel
5.55,6/16/2023,Market
31.50,8/18/2023,Travel
1.57,1/4/2023,Market
1.30,7/7/2023,Cosmetic
2.85,4/10/2023,Clothing
0.83,5/7/2023,Clothing
7.97,6/15/2023,Electronics
1.96,8/7/2023,Cosmetic
4.55,6/4/2023,Market
0.50,9/28/2023,Cosmetic
0.52,2/20/2023,Restaurant
1.53,1/13/2023,Cosmetic
1.88,3/31/2023,Cosmetic
0.20,6/19/2023,Restaurant
0.67,9/29/2023,Restaurant
2.34,3/4/2023,Clothing
1.05,9/15/2023,Cosmetic
1.31,5/7/2023,Clothing
1.74,10/12/2023,Market
1.35,7/16/2023,Market
1.42,6/23/2023,Cosmetic
23.72,2/28/2023,Travel
0.63,7/12/2023,Restaurant
30.71,4/11/2023,Travel
4.03,2/27/2023,Market
10.50,1/22/2023,Electronics
0.21,8/28/2023,Restaurant
1.06,1/17/2023,Cosmetic
0.13,4/1/2023,Restaurant
5.51,1/16/2023,Electronics
3.04,3/29/2023,Clothing
1.50,3/30/2023,Cosmetic
1.88,7/23/2023,Cosmetic
7.72,5/4/2023,Travel
1.87,5/18/2023,Electronics
29.40,6/26/2023,Travel
1.12,6/27/2023,Market
1.09,2/4/2023,Electronics
0.47,9/13/2023,Restaurant
10.81,6/15/2023,Electronics
0.82,1/24/2023,Restaurant
2.10,7/25/2023,Cosmetic
0.91,2/7/2023,Cosmetic
1.12,6/3/2023,Restaurant
0.82,8/4/2023,Restaurant
5.83,9/19/2023,Market
0.41,1/19/2023,Restaurant
3.28,8/26/2023,Clothing
8.34,2/17/2023,Electronics
26.81,5/15/2023,Travel
3.24,5/11/2023,Market
1.04,1/5/2023,Restaurant
0.13,5/10/2023,Market
0.60,8/6/2023,Clothing
3.16,2/5/2023,Clothing
1.65,4/22/2023,Clothing
0.90,7/26/2023,Clothing
7.50,5/11/2023,Electronics
4.79,3/23/2023,Electronics
0.81,6/6/2023,Cosmetic
3.41,9/25/2023,Market
2.30,6/3/2023,Cosmetic
0.67,3/25/2023,Cosmetic
5.48,4/28/2023,Electronics
0.76,9/15/2023,Clothing
3.60,8/31/2023,Market
1.76,2/26/2023,Clothing
2.05,9/14/2023,Clothing
1.37,6/28/2023,Cosmetic
1.63,8/3/2023,Electronics
1.23,5/7/2023,Cosmetic
3.82,10/1/2023,Market
0.66,9/19/2023,Cosmetic
5.24,2/18/2023,Electronics
7.30,5/9/2023,Electronics
1.30,9/7/2023,Market
0.75,2/13/2023,Cosmetic
2.75,8/18/2023,Electronics
15.77,1/10/2023,Travel
0.24,7/29/2023,Restaurant
1.72,7/15/2023,Cosmetic
0.21,8/10/2023,Restaurant
18.75,4/8/2023,Travel
2.69,6/30/2023,Electronics
2.37,10/5/2023,Clothing
1.89,5/11/2023,Market
3.21,8/6/2023,Clothing
3.27,9/17/2023,Market
0.58,6/17/2023,Restaurant
0.49,10/14/2023,Restaurant
3.25,3/8/2023,Clothing
2.02,5/17/2023,Clothing
0.96,7/28/2023,Restaurant
7.22,10/2/2023,Travel
0.63,1/14/2023,Cosmetic
24.68,1/2/2023,Travel
2.62,8/22/2023,Clothing
0.25,9/23/2023,Clothing
5.41,9/5/2023,Market
1.15,7/4/2023,Restaurant
0.22,3/27/2023,Cosmetic
19.76,3/20/2023,Travel
0.97,1/17/2023,Restaurant
5.06,10/9/2023,Electronics
4.54,3/11/2023,Market
3.26,7/9/2023,Electronics
0.97,8/16/2023,Restaurant
12.64,6/6/2023,Travel
2.85,5/15/2023,Clothing
0.77,2/6/2023,Restaurant
0.75,5/31/2023,Clothing
6.83,8/19/2023,Travel
2.09,4/15/2023,Cosmetic
1.38,4/1/2023,Clothing
0.80,6/26/2023,Cosmetic
1.93,1/2/2023,Travel
1.72,3/4/2023,Market
5.01,3/10/2023,Electronics
29.40,6/2/2023,Travel
0.49,10/5/2023,Restaurant
2.00,4/29/2023,Cosmetic
0.44,6/12/2023,Restaurant
0.49,7/7/2023,Restaurant
29.82,9/23/2023,Travel
2.54,2/9/2023,Market
0.40,7/20/2023,Restaurant
2.21,7/9/2023,Cosmetic
0.39,8/13/2023,Clothing
1.94,2/1/2023,Electronics
1.09,6/23/2023,Market
2.14,9/10/2023,Cosmetic
26.70,2/25/2023,Travel
1.38,3/16/2023,Cosmetic
29.40,2/21/2023,Travel
1.11,9/27/2023,Restaurant
0.34,5/13/2023,Clothing
15.86,4/16/2023,Travel
0.51,6/18/2023,Market
34.43,3/25/2023,Travel
1.02,6/5/2023,Cosmetic
1.80,8/17/2023,Cosmetic
6.27,8/15/2023,Electronics
3.00,7/7/2023,Clothing
1.76,3/23/2023,Cosmetic
4.47,8/13/2023,Electronics
0.43,5/14/2023,Restaurant
0.46,9/17/2023,Clothing
0.15,2/10/2023,Restaurant
0.42,6/20/2023,Cosmetic
1.60,2/5/2023,Clothing
4.82,1/31/2023,Market
35.25,1/15/2023,Travel
1.41,7/17/2023,Clothing
11.68,7/20/2023,Electronics
2.98,4/18/2023,Market
26.90,1/27/2023,Travel
0.87,3/1/2023,Restaurant
0.69,6/23/2023,Restaurant
1.21,3/21/2023,Clothing
0.58,3/18/2023,Restaurant
1.05,7/2/2023,Restaurant
2.14,8/13/2023,Market
3.11,1/20/2023,Market
5.80,5/20/2023,Electronics
2.43,3/2/2023,Clothing
11.44,6/21/2023,Electronics
2.30,7/5/2023,Market
4.61,5/12/2023,Electronics
1.34,3/17/2023,Clothing
0.57,6/23/2023,Restaurant
9.30,6/12/2023,Electronics
6.45,4/17/2023,Electronics
4.07,9/13/2023,Electronics
0.30,8/2/2023,Restaurant
1.11,3/7/2023,Electronics
23.03,2/19/2023,Travel
4.44,3/25/2023,Market
0.16,1/22/2023,Restaurant
1.38,9/10/2023,Cosmetic
0.62,5/26/2023,Restaurant
24.47,6/4/2023,Travel
2.33,9/23/2023,Cosmetic
1.01,8/20/2023,Cosmetic
0.45,6/19/2023,Restaurant
3.03,6/27/2023,Electronics
1.89,4/4/2023,Clothing
2.97,3/2/2023,Clothing
28.00,6/30/2023,Travel
0.79,7/14/2023,Cosmetic
20.88,2/5/2023,Travel
2.40,5/15/2023,Market
1.19,2/20/2023,Cosmetic
1.32,7/2/2023,Clothing
11.85,5/15/2023,Travel
1.17,10/12/2023,Restaurant
3.26,9/12/2023,Electronics
2.27,2/25/2023,Clothing
3.56,2/16/2023,Market
3.43,3/2/2023,Market
4.87,2/8/2023,Electronics
1.05,8/23/2023,Restaurant
6.34,2/26/2023,Electronics
1.01,3/7/2023,Restaurant
2.67,4/9/2023,Clothing
0.63,8/21/2023,Restaurant
0.86,8/30/2023,Restaurant
0.39,2/23/2023,Clothing
0.94,10/11/2023,Restaurant
5.81,3/31/2023,Electronics
1.69,10/11/2023,Cosmetic
3.35,9/8/2023,Market
10.77,7/23/2023,Electronics
1.89,6/12/2023,Clothing
2.30,6/2/2023,Cosmetic
0.75,2/27/2023,Cosmetic
4.98,3/27/2023,Market
0.96,9/1/2023,Clothing
1.24,8/6/2023,Cosmetic
14.13,7/15/2023,Travel
0.45,8/23/2023,Cosmetic
0.84,1/20/2023,Restaurant
5.47,4/14/2023,Market
5.62,3/11/2023,Market
1.08,2/28/2023,Clothing
0.36,1/16/2023,Restaurant
0.37,5/31/2023,Restaurant
1.00,7/7/2023,Restaurant
0.46,5/22/2023,Restaurant
1.95,8/28/2023,Cosmetic
1.14,1/8/2023,Restaurant
0.52,7/1/2023,Restaurant
11.20,2/15/2023,Electronics
0.79,5/2/2023,Restaurant
0.41,2/13/2023,Restaurant
0.29,5/13/2023,Restaurant
0.76,7/14/2023,Restaurant
0.13,9/8/2023,Market
1.64,8/19/2023,Cosmetic
0.79,8/12/2023,Cosmetic
3.52,8/19/2023,Electronics
7.54,6/24/2023,Travel
28.78,9/6/2023,Travel
13.05,10/1/2023,Travel
15.11,5/27/2023,Travel
2.52,9/6/2023,Market
0.44,9/10/2023,Cosmetic
1.33,1/23/2023,Market
0.41,6/13/2023,Restaurant
4.92,10/11/2023,Market
10.28,1/14/2023,Electronics
2.04,6/27/2023,Clothing
5.44,2/3/2023,Electronics
2.32,7/23/2023,Clothing
0.55,3/29/2023,Cosmetic
1.17,1/5/2023,Electronics
4.54,2/14/2023,Market
30.35,1/23/2023,Travel
2.11,2/4/2023,Market
34.20,9/17/2023,Travel
0.91,1/16/2023,Restaurant
0.56,1/18/2023,Restaurant
1.17,8/9/2023,Restaurant
2.03,7/2/2023,Market
2.41,7/10/2023,Clothing
8.81,5/10/2023,Electronics
1.89,5/8/2023,Cosmetic
14.23,2/27/2023,Travel
1.57,8/28/2023,Market
27.36,9/17/2023,Travel
1.11,1/27/2023,Restaurant
2.23,5/19/2023,Cosmetic
1.88,9/26/2023,Electronics
0.16,5/1/2023,Restaurant
1.20,1/16/2023,Cosmetic
3.78,4/4/2023,Market
0.95,6/14/2023,Cosmetic
3.89,4/19/2023,Electronics
0.57,10/3/2023,Restaurant
1.15,3/19/2023,Market
1.00,9/23/2023,Clothing
10.58,6/13/2023,Travel
13.81,6/29/2023,Travel
0.66,5/7/2023,Market
10.91,7/22/2023,Electronics
0.29,5/15/2023,Clothing
1.38,3/25/2023,Cosmetic
1.70,5/7/2023,Market
0.71,8/31/2023,Cosmetic
0.64,1/31/2023,Cosmetic
6.21,4/19/2023,Travel
1.78,3/23/2023,Market
7.17,5/30/2023,Travel
5.83,6/6/2023,Electronics
0.40,7/15/2023,Cosmetic
1.29,7/8/2023,Electronics
1.02,3/5/2023,Clothing
1.02,9/18/2023,Clothing
29.17,2/1/2023,Travel
31.59,6/6/2023,Travel
33.32,3/14/2023,Travel
0.19,10/5/2023,Restaurant
10.90,7/6/2023,Electronics
0.43,3/12/2023,Restaurant
0.99,3/9/2023,Restaurant
0.99,6/13/2023,Cosmetic
5.64,8/28/2023,Market
5.57,7/12/2023,Market
0.38,6/21/2023,Clothing
2.16,3/13/2023,Clothing
1.27,3/21/2023,Cosmetic
4.35,2/27/2023,Electronics
1.97,5/22/2023,Cosmetic
1.21,4/12/2023,Electronics
3.25,2/5/2023,Market
2.21,7/19/2023,Clothing
3.50,7/5/2023,Clothing
1.09,9/8/2023,Cosmetic
1.32,9/6/2023,Cosmetic
16.78,7/16/2023,Travel
0.33,1/10/2023,Market
1.71,2/22/2023,Market
0.55,10/4/2023,Restaurant
1.10,4/1/2023,Restaurant
1.64,1/7/2023,Clothing
5.35,9/18/2023,Market
11.08,2/5/2023,Electronics
2.33,6/24/2023,Cosmetic
4.42,2/28/2023,Market
3.32,5/18/2023,Clothing
1.94,9/10/2023,Electronics
1.12,4/12/2023,Restaurant
5.86,7/11/2023,Travel
4.24,9/10/2023,Market
14.76,6/21/2023,Travel
0.22,7/19/2023,Restaurant
0.78,7/9/2023,Restaurant
11.64,8/25/2023,Electronics
3.82,6/2/2023,Travel
2.15,1/31/2023,Electronics
2.12,1/7/2023,Market
0.41,7/22/2023,Restaurant
3.44,3/18/2023,Electronics
0.50,4/23/2023,Restaurant
0.47,1/19/2023,Restaurant
3.87,10/7/2023,Market
3.00,4/10/2023,Clothing
0.65,4/25/2023,Cosmetic
1.52,1/15/2023,Cosmetic
0.52,2/10/2023,Restaurant
15.80,2/27/2023,Travel
0.69,7/21/2023,Clothing
0.73,4/22/2023,Cosmetic
25.36,1/6/2023,Travel
2.58,5/21/2023,Market
3.03,4/14/2023,Market
1.76,6/28/2023,Cosmetic
5.48,1/7/2023,Travel
0.37,6/21/2023,Restaurant
5.39,3/31/2023,Market
14.73,1/23/2023,Travel
10.41,7/13/2023,Electronics
5.51,1/17/2023,Market
0.40,7/25/2023,Cosmetic
1.01,5/1/2023,Cosmetic
24.05,6/15/2023,Travel
1.22,2/15/2023,Clothing
1.88,6/20/2023,Cosmetic
3.84,5/16/2023,Market
0.70,3/4/2023,Cosmetic
2.70,2/24/2023,Clothing
0.83,6/16/2023,Clothing
3.26,7/5/2023,Clothing
9.76,7/21/2023,Electronics
2.01,3/5/2023,Cosmetic
0.22,5/30/2023,Market
3.16,8/25/2023,Market
3.41,7/22/2023,Clothing
0.67,7/5/2023,Restaurant
0.19,5/4/2023,Market
1.59,1/10/2023,Travel
1.17,5/11/2023,Restaurant
6.27,3/6/2023,Electronics
33.65,6/28/2023,Travel
1.03,6/21/2023,Restaurant
3.45,9/23/2023,Market
1.13,6/23/2023,Restaurant
2.37,1/6/2023,Clothing
3.01,4/10/2023,Market
0.99,4/4/2023,Restaurant
7.83,2/23/2023,Electronics
11.37,3/10/2023,Electronics
1.08,1/7/2023,Restaurant
7.59,2/12/2023,Electronics
27.14,7/20/2023,Travel
10.02,1/25/2023,Travel
1.00,3/31/2023,Cosmetic
5.61,2/3/2023,Market
0.29,5/3/2023,Restaurant
0.90,8/12/2023,Restaurant
6.93,3/23/2023,Electronics
1.71,6/4/2023,Cosmetic
25.66,6/10/2023,Travel
7.49,5/19/2023,Electronics
6.23,8/9/2023,Travel
1.06,1/29/2023,Restaurant
2.08,9/17/2023,Clothing
1.12,6/23/2023,Cosmetic
0.16,4/15/2023,Cosmetic
5.68,1/12/2023,Electronics
1.20,9/19/2023,Clothing
1.48,7/15/2023,Electronics
5.38,3/7/2023,Market
0.95,3/18/2023,Cosmetic
2.84,9/19/2023,Clothing
5.32,10/2/2023,Market
11.89,8/15/2023,Travel
2.20,2/18/2023,Market
1.68,6/12/2023,Clothing
0.96,4/30/2023,Restaurant
2.90,10/1/2023,Clothing
2.56,4/5/2023,Market
2.06,4/8/2023,Cosmetic
2.05,1/1/2023,Clothing
10.08,2/11/2023,Travel
0.95,6/5/2023,Restaurant
1.33,5/4/2023,Cosmetic
2.16,2/3/2023,Clothing
0.33,1/23/2023,Restaurant
7.50,2/15/2023,Travel
0.48,1/29/2023,Restaurant
3.78,4/5/2023,Market
15.72,2/4/2023,Travel
4.15,10/4/2023,Market
1.15,7/23/2023,Restaurant
0.71,7/8/2023,Cosmetic
2.36,1/11/2023,Clothing
0.43,9/27/2023,Clothing
0.29,3/20/2023,Clothing
0.89,3/15/2023,Clothing
0.59,2/2/2023,Cosmetic
0.67,5/16/2023,Cosmetic
0.90,9/10/2023,Cosmetic
0.76,4/5/2023,Cosmetic
3.52,2/15/2023,Clothing
16.17,8/28/2023,Travel
0.28,4/3/2023,Restaurant
0.88,5/4/2023,Market
22.38,1/10/2023,Travel
8.71,10/8/2023,Travel
0.56,10/11/2023,Restaurant
0.32,4/8/2023,Restaurant
1.78,4/5/2023,Cosmetic
2.21,7/28/2023,Cosmetic
3.39,7/12/2023,Clothing
0.72,4/26/2023,Cosmetic
0.96,1/27/2023,Restaurant
2.03,9/25/2023,Market
0.12,4/12/2023,Cosmetic
4.50,4/22/2023,Market
0.96,2/17/2023,Clothing
0.40,7/12/2023,Restaurant
0.54,1/6/2023,Restaurant
3.17,9/18/2023,Market
8.97,9/5/2023,Electronics
2.08,1/13/2023,Clothing
2.24,7/28/2023,Electronics
0.84,2/15/2023,Restaurant
2.78,2/28/2023,Market
2.23,8/18/2023,Clothing
6.69,9/26/2023,Travel
14.47,3/7/2023,Travel
0.54,4/15/2023,Restaurant
0.37,9/24/2023,Restaurant
1.39,9/10/2023,Clothing
10.04,3/5/2023,Electronics
27.34,10/3/2023,Travel
0.31,7/7/2023,Clothing
0.61,3/11/2023,Restaurant
1.53,4/20/2023,Clothing
0.76,4/13/2023,Clothing
28.09,10/9/2023,Travel
8.72,5/15/2023,Electronics
1.39,2/5/2023,Cosmetic
4.22,6/13/2023,Market
2.84,1/15/2023,Travel
4.42,10/14/2023,Electronics
0.68,1/22/2023,Restaurant
1.12,8/27/2023,Cosmetic
20.06,5/8/2023,Travel
5.60,4/22/2023,Market
0.15,8/16/2023,Restaurant
1.17,5/25/2023,Market
7.33,8/20/2023,Electronics
19.43,6/2/2023,Travel
5.57,6/27/2023,Travel
4.36,9/28/2023,Market
7.62,6/9/2023,Electronics
2.74,1/20/2023,Clothing
1.85,3/2/2023,Clothing
1.11,3/6/2023,Restaurant
2.05,2/4/2023,Market
4.03,5/30/2023,Electronics
1.73,1/26/2023,Cosmetic
0.30,6/30/2023,Restaurant
0.66,5/29/2023,Restaurant
2.65,10/10/2023,Clothing
1.41,10/8/2023,Electronics
0.65,2/2/2023,Market
29.41,1/23/2023,Travel
9.50,2/6/2023,Electronics
1.98,2/18/2023,Market
10.10,4/6/2023,Electronics
0.61,7/11/2023,Cosmetic
0.56,1/19/2023,Restaurant
0.63,9/30/2023,Cosmetic
4.57,10/7/2023,Market
2.70,9/21/2023,Clothing
2.08,9/8/2023,Cosmetic
9.53,6/4/2023,Travel
2.75,2/17/2023,Electronics
0.79,2/2/2023,Market
4.82,9/13/2023,Electronics
24.54,9/4/2023,Travel
0.65,9/1/2023,Restaurant
7.78,4/1/2023,Travel
1.33,9/21/2023,Market
1.59,6/30/2023,Clothing
0.21,4/18/2023,Restaurant
10.54,4/19/2023,Electronics
6.75,9/7/2023,Electronics
0.21,3/7/2023,Cosmetic
21.49,7/7/2023,Travel
2.73,5/13/2023,Clothing
6.18,3/9/2023,Electronics
3.12,9/11/2023,Clothing
3.99,1/9/2023,Market
0.50,9/26/2023,Cosmetic
3.80,5/27/2023,Market
3.30,2/26/2023,Clothing
0.81,7/29/2023,Restaurant
2.70,7/25/2023,Clothing
0.80,6/11/2023,Clothing
3.15,9/24/2023,Electronics
9.40,2/27/2023,Electronics
0.65,6/13/2023,Restaurant
1.50,2/6/2023,Market
31.72,9/30/2023,Travel
0.98,6/14/2023,Cosmetic
1.79,3/27/2023,Electronics
1.09,5/17/2023,Clothing
22.01,3/28/2023,Travel
1.07,5/20/2023,Restaurant
2.63,4/3/2023,Market
0.63,8/18/2023,Restaurant
33.28,7/1/2023,Travel
9.03,7/30/2023,Electronics
1.54,4/9/2023,Cosmetic
2.43,6/21/2023,Market
3.32,3/5/2023,Market
0.63,1/9/2023,Cosmetic
0.65,9/1/2023,Restaurant
4.71,9/11/2023,Market
1.61,9/22/2023,Electronics
0.27,9/27/2023,Cosmetic
2.42,4/24/2023,Travel
1.02,5/3/2023,Restaurant
0.41,1/2/2023,Restaurant
0.25,5/14/2023,Clothing
4.73,5/21/2023,Electronics
11.17,1/26/2023,Electronics
0.29,2/2/2023,Restaurant
2.93,9/20/2023,Market
22.31,1/9/2023,Travel
0.51,10/7/2023,Clothing
0.44,5/3/2023,Cosmetic
23.31,8/16/2023,Travel
1.30,5/31/2023,Clothing
3.17,7/8/2023,Market
2.18,4/1/2023,Electronics
0.96,5/10/2023,Cosmetic
0.72,6/29/2023,Restaurant
1.14,8/13/2023,Restaurant
1.28,9/9/2023,Market
0.46,4/30/2023,Clothing
0.42,3/12/2023,Restaurant
1.45,6/8/2023,Electronics
2.80,8/25/2023,Market
13.22,7/6/2023,Travel
3.61,8/28/2023,Electronics
2.23,4/21/2023,Clothing
1.51,2/25/2023,Clothing
1.78,5/30/2023,Cosmetic
5.85,1/31/2023,Market
21.35,2/13/2023,Travel
1.10,2/21/2023,Restaurant
1.71,2/7/2023,Clothing
1.17,7/30/2023,Restaurant
3.41,4/5/2023,Clothing
2.55,8/19/2023,Market
11.73,8/17/2023,Electronics
7.76,6/23/2023,Electronics
1.13,7/9/2023,Cosmetic
0.38,9/28/2023,Restaurant
3.60,5/4/2023,Market
6.42,3/26/2023,Travel
5.83,9/11/2023,Electronics
2.11,5/4/2023,Cosmetic
2.57,9/20/2023,Clothing
0.30,3/8/2023,Market
0.94,6/20/2023,Restaurant
2.00,9/16/2023,Clothing
5.33,6/23/2023,Electronics
0.69,7/9/2023,Restaurant
11.13,1/5/2023,Electronics
5.68,4/18/2023,Electronics
0.19,5/7/2023,Cosmetic
2.18,4/15/2023,Clothing
0.98,4/2/2023,Electronics
1.77,9/2/2023,Clothing
3.44,7/4/2023,Clothing
0.46,8/29/2023,Clothing
1.91,1/25/2023,Cosmetic
2.27,8/5/2023,Cosmetic
7.52,9/18/2023,Electronics
1.85,5/1/2023,Electronics
0.60,6/9/2023,Restaurant
2.52,6/9/2023,Market
8.54,5/22/2023,Electronics
2.20,8/26/2023,Market
1.08,9/8/2023,Clothing
2.00,8/17/2023,Cosmetic
27.19,10/12/2023,Travel
0.89,2/15/2023,Restaurant
31.89,6/1/2023,Travel
0.21,5/14/2023,Cosmetic
2.60,8/11/2023,Clothing
2.00,4/8/2023,Cosmetic
1.29,5/3/2023,Clothing
2.37,7/24/2023,Clothing
0.15,2/17/2023,Restaurant
5.85,5/19/2023,Market
33.03,10/14/2023,Travel
0.77,6/24/2023,Clothing
6.81,6/28/2023,Electronics
0.17,1/1/2023,Restaurant
1.92,3/3/2023,Cosmetic
8.51,1/3/2023,Electronics
3.20,2/22/2023,Market
1.11,9/19/2023,Cosmetic
3.29,2/3/2023,Electronics
18.47,1/30/2023,Travel
9.02,8/8/2023,Electronics
3.08,4/30/2023,Clothing
0.65,4/18/2023,Cosmetic
2.26,5/28/2023,Clothing
3.22,2/26/2023,Market
0.36,5/5/2023,Restaurant
4.22,5/8/2023,Market
11.29,7/7/2023,Electronics
1.80,9/8/2023,Electronics
5.48,3/18/2023,Market
24.48,4/5/2023,Travel
10.98,6/20/2023,Electronics
0.83,7/28/2023,Clothing
2.72,10/9/2023,Clothing
0.97,3/25/2023,Restaurant
10.25,1/31/2023,Electronics
30.84,9/4/2023,Travel
3.62,5/26/2023,Market
5.95,9/22/2023,Electronics
1.48,10/11/2023,Clothing
0.75,7/15/2023,Restaurant
29.82,10/4/2023,Travel
1.72,7/1/2023,Travel
1.12,1/3/2023,Restaurant
1.72,2/14/2023,Clothing
11.15,1/19/2023,Travel
18.73,6/6/2023,Travel
11.01,6/30/2023,Travel
11.52,6/22/2023,Travel
2.51,9/16/2023,Clothing
3.12,8/16/2023,Travel
3.52,5/14/2023,Clothing
1.97,9/12/2023,Cosmetic
0.61,4/28/2023,Restaurant
0.71,4/10/2023,Restaurant
1.34,2/11/2023,Market
21.35,3/10/2023,Travel
4.53,8/2/2023,Market
8.51,3/10/2023,Electronics
0.41,9/1/2023,Market
0.26,3/22/2023,Clothing
26.91,3/30/2023,Travel
8.87,9/16/2023,Electronics
0.58,8/9/2023,Clothing
26.19,4/1/2023,Travel
3.45,8/17/2023,Clothing
30.44,2/19/2023,Travel
3.92,2/16/2023,Electronics
8.70,5/2/2023,Electronics
10.60,1/16/2023,Electronics
1.16,9/17/2023,Electronics
0.57,7/4/2023,Clothing
11.73,4/1/2023,Electronics
2.31,1/24/2023,Clothing
0.72,8/24/2023,Cosmetic
1.77,1/18/2023,Clothing
3.80,8/16/2023,Electronics
0.75,7/9/2023,Clothing
2.61,4/25/2023,Clothing
27.28,2/8/2023,Travel
0.38,1/9/2023,Cosmetic
5.74,7/7/2023,Electronics
9.61,8/1/2023,Electronics
0.08,6/22/2023,Market
2.25,1/2/2023,Clothing
1.41,9/19/2023,Travel
31.00,5/21/2023,Travel
10.31,3/14/2023,Electronics
5.40,1/20/2023,Electronics
2.30,2/22/2023,Clothing
3.86,6/11/2023,Market
1.76,3/21/2023,Clothing
0.83,6/9/2023,Restaurant
0.64,8/3/2023,Cosmetic
6.61,1/5/2023,Travel
3.59,2/19/2023,Electronics
7.34,3/21/2023,Electronics
10.92,9/12/2023,Travel
0.82,2/17/2023,Cosmetic
3.97,1/7/2023,Market
1.67,9/24/2023,Electronics
1.04,9/27/2023,Electronics
11.11,1/13/2023,Electronics
0.11,8/8/2023,Market
0.19,3/2/2023,Restaurant
1.92,5/7/2023,Cosmetic
